Se encontraron 4467 gramas de tamaño 1
[2331]	COMPANY
[19]	FEARS
[19]	LIVING
[19]	OTHERWISE
[19]	NIKKO
[19]	ACHIEVED
[19]	RUPEES
[19]	KILLED
[19]	REPLACED
[19]	INTRODUCTION
[19]	COMPROMISE
[19]	FLUCTUATIONS
[19]	AFFILIATES
[19]	ARRANGE
[19]	FELT
[19]	LINKING
[19]	CENTRE
[19]	FRANKFURT
[19]	MERGE
[19]	SIMEX
[19]	MITSUBISHI
[19]	IC
[19]	MATCH
[19]	CERTAINLY
[19]	PLATINUM
[19]	PRESENCE
[19]	OBJECTIONS
[19]	RAIN
[19]	USAGE
[19]	COIN
[19]	CARRIED
[19]	OPENS
[19]	TOUR
[19]	KENOSHA
[19]	APPROACHED
[19]	UPGRADED
[19]	AMUSEMENTS
[19]	SERVICING
[19]	INVOLVE
[19]	FAVOURABLE
[19]	CHAPTER
[19]	CREATING
[19]	SETTLED
[19]	MAE
[19]	MCI
[19]	MASS
[19]	OPERATOR
[19]	REBATES
[19]	ADVERSE
[19]	ADVISED
[19]	GENERATE
[19]	INQUIRY
[19]	COMPETITIVENESS
[19]	DAIWA
[19]	PROSECUTOR
[19]	IRON
[19]	TWICE
[19]	DENMARK
[19]	GOODYEAR
[19]	ALTERNATIVES
[19]	SENTIMENT
[19]	COMPLY
[19]	SUPREME
[19]	WESTMINSTER
[19]	FCC
[19]	ORTNER
[19]	ENCOR
[19]	PROVEN
[19]	ADSTEAM
[18]	DOUBT
[18]	BANCSHARES
[18]	RESTRUCTURED
[18]	FORMS
[18]	NATURE
[18]	RESIGN
[18]	SENATORS
[18]	RESTRICT
[18]	CONTACT
[18]	ACKNOWLEDGED
[18]	TASK
[18]	SLUGGISH
[18]	BEANS
[18]	VESSEL
[18]	SECTION
[18]	REJECT
[18]	DIVIDED
[18]	OTTAWA
[18]	QTRLY
[18]	REGARDING
[18]	KANSAS
[18]	ADJUSTMENTS
[18]	FILM
[18]	JR
[18]	EXPLAIN
[18]	CERTS
[18]	ATTITUDE
[18]	ASSIGNED
[18]	HOLDER
[18]	ITT
[18]	CHANNEL
[18]	ALGERIA
[18]	SATISFACTORY
[18]	RELATIVE
[18]	CONSULTATIONS
[18]	TRIALS
[18]	PLANTING
[18]	MD
[18]	PLEDGED
[18]	NEGOTIATORS
[18]	SOCIETE
[18]	PRIORITY
[18]	WAGES
[18]	SLOWER
[18]	REGISTER
[18]	STICK
[18]	CONSERVATIVES
[18]	CONCENTRATE
[18]	REVISION
[18]	USUALLY
[18]	SLOWING
[18]	MANILA
[18]	FORMULA
[18]	NONE
[18]	DIFFICULTY
[18]	COMMISSIONER
[18]	BULK
[18]	ROUTE
[18]	MINERAL
[18]	PRACTICE
[18]	AUTOMATIC
[18]	FIGHT
[18]	DEFEND
[18]	GOAL
[18]	LDP
[18]	RAPIDLY
[18]	URANIUM
[18]	VIEWS
[18]	KILO
[18]	QUITE
[18]	SUPPORTS
[18]	RETAILERS
[18]	PHILIPS
[18]	SOLID
[18]	PROCEDURES
[18]	REPLIED
[18]	GROS
[18]	MOUNTAIN
[18]	SE
[18]	TURNING
[18]	ROTTERDAM
[18]	BALES
[18]	ROSPATCH
[18]	CHANCELLOR
[18]	PROPOSE
[18]	MISSION
[18]	INCURRED
[18]	RAND
[18]	ACID
[18]	HALTED
[18]	UNUSUAL
[18]	PENNEY
[18]	SECRET
[18]	GILTS
[18]	FINISHED
[18]	FRAUD
[18]	IRISH
[18]	VITAL
[18]	NEC
[18]	MAINTAINING
[18]	DALLAS
[18]	REALIZED
[18]	HANSON
[18]	MEN
[18]	WESTINGHOUSE
[18]	HEATING
[18]	PORTUGAL
[18]	DEPEND
[18]	EUROSTERLING
[18]	SOLVE
[18]	NASD
[18]	OKLAHOMA
[18]	ROCHESTER
[18]	DOWNGRADES
[18]	TAKEOVERS
[18]	JUICE
[18]	PHOENIX
[18]	ARGO
[18]	PROVINCES
[18]	ECUADOREAN
[18]	RLR
[18]	PDVSA
[18]	SILAS
[17]	EQUITIES
[17]	COVERS
[17]	EXERCISABLE
[17]	ENTRY
[17]	LB
[17]	STEPHEN
[17]	CONSEQUENCES
[17]	FIRED
[17]	STORY
[17]	VETO
[17]	ATTRACT
[17]	COMPETING
[17]	SURPLUSES
[17]	EASTER
[17]	REDUCES
[17]	FREIGHT
[17]	NOV
[17]	MANUFACTURE
[17]	AIMS
[17]	PORTLAND
[17]	MIDNIGHT
[17]	BAGHDAD
[17]	RESISTANCE
[17]	MASSIVE
[17]	FLOAT
[17]	UNDERVALUED
[17]	BACHE
[17]	OUTLINED
[17]	POLLED
[17]	SYMBOL
[17]	FUNDAMENTAL
[17]	DEPENDS
[17]	FIRE
[17]	SLIDE
[17]	ANYTHING
[17]	FAIL
[17]	NAYLOR
[17]	SUFFER
[17]	ASSURANCE
[17]	TOUGH
[17]	ASIDE
[17]	BENCHMARK
[17]	DOUBLED
[17]	EXERCISED
[17]	TRAINING
[17]	REVERSE
[17]	PRIVATISED
[17]	ELECTRICITY
[17]	COALITION
[17]	EASILY
[17]	INDICATE
[17]	FEAR
[17]	COMMUNIQUE
[17]	RIYALS
[17]	DEPTH
[17]	BAHRAIN
[17]	MINUTE
[17]	RESUMED
[17]	RESOLVED
[17]	CEREALS
[17]	POUNDS
[17]	IEL
[17]	LINKS
[17]	SMELTER
[17]	COMPLETELY
[17]	DISTRIBUTOR
[17]	EXCLUDED
[17]	SECURE
[17]	DEBENTURE
[17]	CHARTERED
[17]	NARROW
[17]	ULTIMATELY
[17]	MUNICIPAL
[17]	PLAYER
[17]	BECOMES
[17]	LAY
[17]	MINUTES
[17]	LEVERAGE
[17]	DUMPING
[17]	FAST
[17]	LEND
[17]	UNSPECIFIED
[17]	HILTON
[17]	UPWARD
[17]	TOTALING
[17]	GIANT
[17]	ALLEGED
[17]	SURE
[17]	LP
[17]	ARRANGED
[17]	HANOVER
[17]	DRAWING
[17]	REPURCHASES
[17]	WARD
[17]	VIOLATIONS
[17]	TOBACCO
[17]	WITHDRAW
[17]	SUBMIT
[17]	KLM
[17]	CITRUS
[17]	INTEL
[17]	PASSENGERS
[17]	FLA
[17]	CARRYFORWARD
[17]	APPROVALS
[17]	LEVERAGED
[17]	UPTURN
[17]	BARRIERS
[17]	REPAIR
[17]	LITIGATION
[17]	CONCEPT
[17]	GALLONS
[17]	RESPONDING
[17]	DRILL
[17]	LASER
[17]	INN
[17]	TEMPERATURES
[17]	DISCOUNTS
[17]	WEIGHTED
[17]	STRENGTHEN
[17]	INFLOW
[17]	UPHAM
[17]	AMEX
[17]	EDELMAN
[17]	FITZWATER
[17]	ATTACKS
[17]	RHA
[17]	ALLIS
[17]	CHALMERS
[17]	PICKENS
[17]	CPB
[17]	IMMUNITY
[17]	TANKOKU
[17]	CLARK
[17]	MHI
[16]	RELUCTANT
[16]	OCT
[16]	STANDS
[16]	REGISTRATIONS
[16]	ESTABLISHMENT
[16]	IMPLICATIONS
[16]	OCCUR
[16]	FOODS
[16]	REQUIRING
[16]	VENEZUELAN
[16]	WIDESPREAD
[16]	UPPER
[16]	REMOVAL
[16]	AFFAIR
[16]	EVENING
[16]	CONCENTRATED
[16]	HRS
[16]	DRAFTING
[16]	SLOWDOWN
[16]	WITTER
[16]	MONTAGU
[16]	LOUIS
[16]	COMPARISON
[16]	TARGETED
[16]	LLOYD
[16]	BORROW
[16]	MEAL
[16]	IMPORTERS
[16]	USES
[16]	STATIONS
[16]	MANDATORY
[16]	TRANSMISSION
[16]	SUCCESSFULLY
[16]	COSTA
[16]	LOADING
[16]	IRNA
[16]	CARRIERS
[16]	BRIEFING
[16]	PROJECTIONS
[16]	UK
[16]	BEGINS
[16]	SUBSEQUENT
[16]	RETIREMENT
[16]	CARL
[16]	GAO
[16]	RESCHEDULE
[16]	THOMSON
[16]	ROSS
[16]	FDIC
[16]	TROUBLED
[16]	MERGED
[16]	ASSUMED
[16]	GUARANTY
[16]	HAPPEN
[16]	PERHAPS
[16]	ASSOCIATIONS
[16]	LENDER
[16]	DEPARTURE
[16]	MONITOR
[16]	BLAMED
[16]	ENGINEERS
[16]	RESTAURANTS
[16]	CRAXI
[16]	SHARING
[16]	ACCEPTANCE
[16]	WOOD
[16]	SPECULATIVE
[16]	TANDEM
[16]	REOPEN
[16]	SOARED
[16]	CONSUMING
[16]	PROMISING
[16]	REFINING
[16]	ALVITE
[16]	ADVISERS
[16]	CONTRACTED
[16]	BUILDINGS
[16]	FLOWS
[16]	UGANDA
[16]	ANDRIESSEN
[16]	WINE
[16]	SUMITOMO
[16]	MITSUI
[16]	REFINERIES
[16]	USA
[16]	COLLATERAL
[16]	CORE
[16]	RESTRICTED
[16]	AMOUNTED
[16]	SUPPLIER
[16]	CLAIM
[16]	AGGREGATE
[16]	EXTENDING
[16]	HOECHST
[16]	TEMPORARILY
[16]	DIFFERENCE
[16]	LIRE
[16]	RISEN
[16]	LEAVES
[16]	TRANSFERRED
[16]	ENTITLED
[16]	PLACING
[16]	REVIEWING
[16]	CONDITIONED
[16]	SHUT
[16]	UND
[16]	ATTRIBUTED
[16]	REMOVED
[16]	NOMINATION
[16]	CENTRALE
[16]	OVERHAUL
[16]	GAINED
[16]	LUMBER
[16]	RESOLUTION
[16]	TV
[16]	HEINZ
[16]	WEDGE
[16]	SHOE
[16]	RELATING
[16]	COMPETITORS
[16]	EXCEPTION
[16]	RENTAL
[16]	SAATCHI
[16]	PENTAGON
[16]	KNOWLEDGE
[16]	CIA
[16]	PREDICT
[16]	CASUALTY
[16]	INVESTIGATING
[16]	MILE
[16]	INVOLVEMENT
[16]	ARTICLE
[16]	PARTICIPATING
[16]	AMSTERDAM
[16]	GUIDELINES
[16]	STANCE
[16]	GUARDIAN
[16]	FRUIT
[16]	IMAGE
[16]	JAGUAR
[16]	SUPERVISORY
[16]	CRIMINAL
[16]	CEMENT
[16]	CBOE
[16]	DIED
[16]	ELSEWHERE
[16]	DECOUPLING
[16]	NISSAN
[16]	FALSE
[16]	JANEIRO
[16]	EIA
[16]	PLAZA
[16]	PRINCEVILLE
[16]	FERMENTA
[16]	MTS
[16]	ROM
[16]	MULRONEY
[16]	PENNER
[15]	ZONE
[15]	THREAT
[15]	DANIEL
[15]	IV
[15]	INNS
[15]	SPOTLIGHT
[15]	CARDS
[15]	GENERATING
[15]	STRIKING
[15]	PROFESSIONAL
[15]	TURNAROUND
[15]	EMPHASIS
[15]	SLOWED
[15]	SEEMED
[15]	REPUBLICANS
[15]	DURABLE
[15]	GRAPHICS
[15]	MISSISSIPPI
[15]	STEERING
[15]	CONTAINS
[15]	VIRGINIA
[15]	INLAND
[15]	PRINTING
[15]	STUDIES
[15]	MACHINE
[15]	SUBSIDIZED
[15]	COMPLIANCE
[15]	PIT
[15]	STABILIZATION
[15]	LOCATIONS
[15]	EXTENSIVE
[15]	HARDWARE
[15]	SPECULATED
[15]	LEWIS
[15]	TRUE
[15]	MULTIPLE
[15]	PRODUCES
[15]	COCA
[15]	COLA
[15]	PRO
[15]	CONSISTS
[15]	CARBIDE
[15]	CITING
[15]	PREPARING
[15]	AZPURUA
[15]	NEGOTIATED
[15]	TOTALS
[15]	READ
[15]	ITEM
[15]	CLOSES
[15]	HEALTHY
[15]	OBLIGATION
[15]	SEEM
[15]	PICK
[15]	SUGGESTION
[15]	PLEDGE
[15]	JURY
[15]	LICENSES
[15]	DEGREE
[15]	CONFIRMATION
[15]	NEUTRAL
[15]	APART
[15]	AUTUMN
[15]	SOCIALIST
[15]	COMMENTED
[15]	DISCOUNTED
[15]	MEETS
[15]	INTER
[15]	APPARENT
[15]	RIVAL
[15]	INVESTED
[15]	TREASURIES
[15]	JAIME
[15]	EMIRATES
[15]	EXCEEDING
[15]	COUPLED
[15]	UNVEILED
[15]	REMOVE
[15]	DETERMINATION
[15]	CANE
[15]	TRADITIONALLY
[15]	SYNDICATION
[15]	FOUNDATION
[15]	INFORMED
[15]	SUBSCRIPTIONS
[15]	UNDERWRITE
[15]	EXACT
[15]	SUFFERED
[15]	ATTEND
[15]	SUNFLOWER
[15]	INDIRECT
[15]	AUSTERITY
[15]	ENTITY
[15]	COMPRISING
[15]	OUTRIGHT
[15]	RICH
[15]	IMBALANCE
[15]	THREATEN
[15]	MONSOD
[15]	MILWAUKEE
[15]	MATTERS
[15]	HOSTILE
[15]	QUALIFIED
[15]	WARBURG
[15]	UNFAIR
[15]	GLASS
[15]	VOICE
[15]	CASINO
[15]	CARGILL
[15]	LOTUS
[15]	GRADING
[15]	RECORDS
[15]	PA
[15]	HEALTHCARE
[15]	ATTORNEY
[15]	RESIDENTS
[15]	ATLANTA
[15]	GAME
[15]	DOOR
[15]	COUNT
[15]	CREW
[15]	ICE
[15]	SHIPBUILDING
[15]	NYMEX
[15]	MOBILE
[15]	HENDERSON
[15]	ANSWER
[15]	SIGNALS
[15]	IBC
[15]	MITCHELL
[15]	FINALLY
[15]	CRA
[15]	COMALCO
[15]	PASS
[15]	CHI
[15]	DEBIT
[15]	HEDGING
[15]	LIFETIME
[15]	UNICORP
[15]	WINTERKILL
[15]	GRAMM
[15]	RUDMAN
[15]	DESIGNATED
[15]	RETALIATE
[15]	IMPOSE
[15]	JACK
[15]	APPAREL
[15]	JUDGMENT
[15]	VOLKSWAGEN
[15]	WTI
[15]	POEHL
[15]	RAILROAD
[15]	GAVIRIA
[15]	DART
[15]	INRA
[14]	TEMPORAO
[14]	SPECIFY
[14]	OILSEED
[14]	THOUSANDS
[14]	TEX
[14]	CARRYFORWARDS
[14]	ISSUERS
[14]	CITIBANK
[14]	INSTITUTION
[14]	WEINBERGER
[14]	CASEY
[14]	POWERS
[14]	CRUCIAL
[14]	POPULARITY
[14]	FIX
[14]	SELLERS
[14]	BRIAN
[14]	YOUR
[14]	BODIES
[14]	RURAL
[14]	REYNOLDS
[14]	BARGE
[14]	MERCHANTS
[14]	DAN
[14]	PELADEAU
[14]	SONS
[14]	FOREIGNERS
[14]	BROKEN
[14]	DISPOSAL
[14]	ANNOUNCES
[14]	HERALD
[14]	SUPPORTERS
[14]	RUMOR
[14]	SENSE
[14]	ENHANCE
[14]	BINDING
[14]	HOG
[14]	EASY
[14]	CORRECTED
[14]	NEGOTIATOR
[14]	EXPLAINING
[14]	EXHAUSTED
[14]	ADVICE
[14]	EXCELLENT
[14]	MODEST
[14]	CONTRIBUTE
[14]	STEMMING
[14]	IMPLEMENTATION
[14]	REFERRING
[14]	GROWN
[14]	PREMIUMS
[14]	FOOT
[14]	LIFTED
[14]	SUPPLIERS
[14]	BALLADUR
[14]	DIFFERENCES
[14]	CHRISTIAN
[14]	ALLIANCE
[14]	TRIPLE
[14]	PROPORTION
[14]	HOUSEHOLD
[14]	USEFUL
[14]	QUOTING
[14]	NEGOTIATION
[14]	PESO
[14]	IMPLEMENT
[14]	SIGHT
[14]	DEVICE
[14]	AD
[14]	ONTO
[14]	CHALLENGE
[14]	STABILISE
[14]	AWARE
[14]	COMPOSITE
[14]	CONSECUTIVE
[14]	GRADUALLY
[14]	PURCHASERS
[14]	IDENTIFY
[14]	SAVING
[14]	SYDNEY
[14]	ROADS
[14]	SHORTER
[14]	DEFERRED
[14]	ALLIES
[14]	EXAMINE
[14]	BARCLAYS
[14]	INTRODUCING
[14]	ROUGHLY
[14]	GOALS
[14]	SPONSORED
[14]	PERMISSION
[14]	POOL
[14]	ORGANIZATIONS
[14]	ARRANGER
[14]	PLAYERS
[14]	COMPACT
[14]	INDUSTRIALISED
[14]	RELIANCE
[14]	PRESSING
[14]	MERCURY
[14]	RESOURCE
[14]	DONORS
[14]	SEPARATELY
[14]	RENEWAL
[14]	ROYALTY
[14]	CLOSURE
[14]	ASSESS
[14]	OLIVER
[14]	LEADERSHIP
[14]	JOURNALISTS
[14]	TREATED
[14]	INDEFINITELY
[14]	FUNDED
[14]	DANISH
[14]	BLOOD
[14]	CONSIST
[14]	DRAWN
[14]	MONTEDISON
[14]	AUSTRIA
[14]	MTHLY
[14]	RUNS
[14]	FARES
[14]	CHANCES
[14]	INDICATION
[14]	ENFORCEMENT
[14]	STEAM
[14]	EDISON
[14]	OFFICERS
[14]	SCIENCES
[14]	UNANIMOUSLY
[14]	REJECTION
[14]	EXTREMELY
[14]	CUBA
[14]	WEAKER
[14]	EFFICIENCY
[14]	FORT
[14]	BRANCHES
[14]	SLIPPED
[14]	CAP
[14]	RECEIPT
[14]	RAIL
[14]	PILOT
[14]	ALLEN
[14]	CHILDREN
[14]	EURATOM
[14]	WESTPAC
[14]	FRANCO
[14]	SANDOZ
[14]	KENYA
[14]	PROXMIRE
[14]	HOLE
[14]	REPLY
[14]	SCOTIA
[14]	ORAL
[14]	LILLY
[14]	HORMONE
[14]	CAUTION
[14]	NICKEL
[14]	REPAIRING
[14]	ARIZONA
[14]	RETALIATION
[14]	FLOOD
[14]	FOUNDER
[14]	DETERIORATION
[14]	ESTABLISHING
[14]	ACCEPTABLE
[14]	WORRIED
[14]	PATRICK
[14]	CONTROLLING
[14]	FCOJ
[14]	ZENITH
[14]	INSTALLATIONS
[14]	OUTLETS
[14]	PRETTY
[14]	ROACH
[14]	QINTEX
[14]	FEARED
[14]	ANNESLEY
[14]	LIFTING
[14]	BORDER
[14]	KISTLER
[14]	PRIVATISATION
[14]	PEGASUS
[14]	MANNESMANN
[14]	CONAGRA
[14]	LIFFE
[14]	HELLER
[14]	OXIDE
[14]	BAIRD
[14]	GARDNER
[13]	KILOS
[13]	NEARBY
[13]	GONE
[13]	TYPES
[13]	NEVERTHELESS
[13]	PERMIAN
[13]	KENNETH
[13]	CLASSES
[13]	SOMEWHAT
[13]	AGENDA
[13]	HUNDREDS
[13]	CONVINCED
[13]	MANUFACTURES
[13]	PONT
[13]	GENERATION
[13]	DOESN
[13]	SUCCEEDING
[13]	COVERAGE
[13]	DEL
[13]	COMMITTEES
[13]	SHANGHAI
[13]	EMPLOYS
[13]	JOURNAL
[13]	SIXTH
[13]	CITIZENS
[13]	MINNEAPOLIS
[13]	RICA
[13]	HISTORY
[13]	ROAD
[13]	TRAVEL
[13]	FLUOR
[13]	HARTFORD
[13]	COSTLY
[13]	ELEMENTS
[13]	DECLARES
[13]	RETIRED
[13]	EQUALLY
[13]	INJECTION
[13]	BOREN
[13]	INFUSION
[13]	SAFE
[13]	NICARAGUAN
[13]	FINDINGS
[13]	STRUCTURAL
[13]	HELICOPTER
[13]	SOUR
[13]	COMPLAINED
[13]	BROADLY
[13]	JETS
[13]	PARIBAS
[13]	RECEIPTS
[13]	FORMATION
[13]	TREASURER
[13]	RONALD
[13]	FACILITATE
[13]	OFFICIALLY
[13]	SLUMP
[13]	INDICATIONS
[13]	PROMISED
[13]	HUNT
[13]	HENRY
[13]	UAE
[13]	NIGERIAN
[13]	INDICATOR
[13]	BRUSSELS
[13]	SRI
[13]	CASUALTIES
[13]	TOWN
[13]	RESCHEDULED
[13]	JUMPED
[13]	CONCERNING
[13]	ENTITIES
[13]	PREFER
[13]	DEFER
[13]	LOOKED
[13]	WIDER
[13]	UNAVAILABLE
[13]	DISAPPOINTED
[13]	STAKES
[13]	COLORADO
[13]	FORINTS
[13]	GRANTS
[13]	BOYCOTT
[13]	SUB
[13]	SEND
[13]	MECHANISM
[13]	FUNCTIONS
[13]	MEASURED
[13]	CIE
[13]	YOUNG
[13]	CONTRAS
[13]	WTC
[13]	SEARCH
[13]	UNSOLICITED
[13]	XEROX
[13]	DIVEST
[13]	INDIANA
[13]	ROGERS
[13]	SOMEONE
[13]	PROCEEDING
[13]	FNV
[13]	MURRAY
[13]	LUFKIN
[13]	AMI
[13]	TENDERS
[13]	MATCHING
[13]	ACCUSED
[13]	BASICALLY
[13]	BUILDERS
[13]	ACTED
[13]	EVENT
[13]	COMMISSIONS
[13]	PROXY
[13]	ARBITRAGE
[13]	UAL
[13]	EFFICIENT
[13]	REPLACING
[13]	GUILTY
[13]	TRIED
[13]	SUITOR
[13]	TESTIMONY
[13]	BUILDS
[13]	TATE
[13]	LEUCADIA
[13]	WAREHOUSE
[13]	JEFFERIES
[13]	HEARD
[13]	INVITED
[13]	REGARDED
[13]	PEPSICO
[13]	TREMOR
[13]	ASSIST
[13]	BALANCED
[13]	LEE
[13]	ULTRAMAR
[13]	MERIT
[13]	GUINNESS
[13]	BNL
[13]	MALCOLM
[13]	RANK
[13]	PHARMACIA
[13]	LIQUIDATION
[13]	LYPHOMED
[13]	PENCE
[13]	CROO
[13]	GENERIC
[13]	LUSINCHI
[13]	LORAL
[13]	DETROIT
[13]	CELL
[13]	BROADER
[13]	UNEXPECTED
[13]	CANNON
[13]	CONSENSUS
[13]	PENNZOIL
[13]	EXEMPT
[13]	STRICTLY
[13]	INVESTIGATE
[13]	FIERCE
[13]	PHELPS
[13]	PSA
[13]	HAWKE
[13]	NOVEL
[13]	MOHAWK
[13]	PROTEIN
[13]	FOLEY
[13]	HARCOURT
[13]	BORG
[13]	NARRAGANSETT
[13]	GENENTECH
[13]	BANCROFT
[13]	ZICO
[13]	GTE
[13]	JUNGLE
[13]	COMPLETIONS
[13]	EIU
[13]	TRAIN
[13]	SAND
[13]	PREUSSAG
[13]	CHAMPLIN
[12]	HARVESTING
[12]	NERVOUS
[12]	FARMER
[12]	III
[12]	BRACKETS
[12]	FORMAN
[12]	RYAN
[12]	FLOUR
[12]	SHOP
[12]	INSTALLATION
[12]	MICRO
[12]	COMMAND
[12]	BACKING
[12]	EXPECTING
[12]	ALAN
[12]	CAPABILITIES
[12]	PROMOTING
[12]	DESIGNS
[12]	STEPHENS
[12]	RECEIVING
[12]	TOTALLY
[12]	WORSE
[12]	STATISTICAL
[12]	BULLETIN
[12]	SUPER
[12]	ADVERSELY
[12]	TARIFF
[12]	WRITING
[12]	ESTATES
[12]	PERSONNEL
[12]	CRUSH
[12]	CRUSHING
[12]	WINDOW
[12]	TREMENDOUS
[12]	FEWER
[12]	ADVISOR
[12]	AFFILIATED
[12]	LOCATION
[12]	STRICT
[12]	GUINEA
[12]	VICTORY
[12]	RANGED
[12]	SPINOFF
[12]	BOOSTING
[12]	MANUEL
[12]	CENERGY
[12]	DELAWARE
[12]	PATENTS
[12]	HUTCHISON
[12]	COASTAL
[12]	TELEX
[12]	MARIO
[12]	PASO
[12]	BILLINGTON
[12]	CONSOLIDATION
[12]	WHOM
[12]	ANNOUNCING
[12]	VERSATILE
[12]	ALBERTA
[12]	VALID
[12]	NRC
[12]	STEADILY
[12]	CONTACTED
[12]	JACQUES
[12]	MAINTAINED
[12]	DEMANDED
[12]	COMMUNIST
[12]	OPERATIONAL
[12]	IDENTICAL
[12]	INSURERS
[12]	DIVERSIFY
[12]	RETURNS
[12]	TURNED
[12]	EXPECTATION
[12]	RESISTANT
[12]	SHEIKH
[12]	PUMPING
[12]	CHARGING
[12]	SEVERELY
[12]	MOMENTUM
[12]	CRITICISED
[12]	EDUCATION
[12]	LIBERALISATION
[12]	UNVEILS
[12]	DEPARTMENTS
[12]	TRENDS
[12]	DECADE
[12]	PROPER
[12]	GCC
[12]	TRIGGER
[12]	ROLLS
[12]	REFUSING
[12]	CIF
[12]	SMELTING
[12]	COMPONENT
[12]	CENTRES
[12]	CONTRAST
[12]	MISSING
[12]	METHODS
[12]	HEART
[12]	PATTERN
[12]	APPOINTMENT
[12]	ASSOCIATE
[12]	CONFLICT
[12]	LAWYER
[12]	BRAND
[12]	ANNUM
[12]	NA
[12]	NATIONALE
[12]	SEASONAL
[12]	TRANSFERS
[12]	AWARD
[12]	TAXATION
[12]	UNDERGROUND
[12]	STRESS
[12]	DEPENDENCE
[12]	FAVOUR
[12]	BARGAINING
[12]	PROTECTIONISM
[12]	LIMITING
[12]	RHONE
[12]	POULENC
[12]	SPIN
[12]	RAN
[12]	INSTRUMENT
[12]	VMS
[12]	RECEIVABLES
[12]	LEASES
[12]	TERMINATED
[12]	TROUBLE
[12]	GUILD
[12]	RETRIEVAL
[12]	COLOMBIAN
[12]	DEPOSITED
[12]	NIGEL
[12]	LEIGH
[12]	PEMBERTON
[12]	COMPATIBLE
[12]	MASSACHUSETTS
[12]	BEACH
[12]	CONSISTING
[12]	ACCEPTS
[12]	DISCOVERED
[12]	ALEX
[12]	MARKETPLACE
[12]	AIBD
[12]	FEASIBILITY
[12]	DEVELOPER
[12]	CREDITWATCH
[12]	HAVEN
[12]	BADLY
[12]	CUSTOMIZED
[12]	CATEGORY
[12]	LAID
[12]	FINANCIALLY
[12]	SALARIED
[12]	MINNESOTA
[12]	TRIGGERED
[12]	FORTHCOMING
[12]	AVX
[12]	IDEAL
[12]	SELECT
[12]	CALNY
[12]	REFINERS
[12]	POSTPONE
[12]	INDUSTRIE
[12]	PROCESSED
[12]	DEPENDENT
[12]	JOBLESS
[12]	CAPITALISATION
[12]	AGGREGATES
[12]	SURPRISED
[12]	IG
[12]	METALL
[12]	EVERGO
[12]	RENEGOTIATION
[12]	DEPOSITARY
[12]	FURNITURE
[12]	SAXON
[12]	ARRIVED
[12]	REGAL
[12]	CLEVELAND
[12]	INSTALLED
[12]	PANTERA
[12]	CONSOLIDATE
[12]	INTEGRATION
[12]	CONTAIN
[12]	PREMIER
[12]	WEAPONS
[12]	RETURNED
[12]	AWB
[12]	NICARAGUA
[12]	ROVER
[12]	ATTACHED
[12]	ACCIDENT
[12]	BOSCHWITZ
[12]	ETHANOL
[12]	PERFORMED
[12]	DUFF
[12]	LIVES
[12]	AMO
[12]	CITGO
[12]	STABILISATION
[12]	BHP
[12]	CAPEL
[12]	ANNUALISED
[12]	ERICSSON
[12]	FEDERATED
[12]	FINLAND
[12]	NIAGARA
[12]	MATURE
[12]	GOULD
[12]	ICC
[12]	SIA
[12]	COMPARATIVE
[12]	JOE
[12]	DUDLEY
[12]	HEUBLEIN
[12]	ROLL
[12]	XUTO
[12]	PINS
[12]	LORIMAR
[12]	OUTOKUMPU
[12]	ROLM
[12]	NZI
[12]	LYONS
[11]	OBTAINING
[11]	BP
[11]	PIERCE
[11]	FENNER
[11]	JOSEPH
[11]	MAR
[11]	APR
[11]	SEGMENT
[11]	UNIVERSAL
[11]	PROTECTED
[11]	DRAMATIC
[11]	BLOC
[11]	RESIST
[11]	AVERAGING
[11]	GOVERNORS
[11]	CORRESPONDING
[11]	ALLOCATED
[11]	EDIBLE
[11]	ELSE
[11]	SPECIFICALLY
[11]	CORPS
[11]	CONTRARY
[11]	QUESTIONED
[11]	LARRY
[11]	CMOS
[11]	RESET
[11]	CLOSER
[11]	FAITH
[11]	COMPLETING
[11]	CORRECTS
[11]	REGULATOR
[11]	DANGER
[11]	AUTOMOBILE
[11]	LNG
[11]	TIED
[11]	HOSTAGES
[11]	IMMINENT
[11]	ABSORB
[11]	SCOPE
[11]	SOYMEAL
[11]	UNPROFITABLE
[11]	MR
[11]	WELCOME
[11]	SALARY
[11]	KEATING
[11]	HANDLED
[11]	HOC
[11]	SUHARTO
[11]	PLASTICS
[11]	DISEASES
[11]	CATEGORIES
[11]	HOPING
[11]	FUNDAMENTALS
[11]	EXIST
[11]	SOMETIME
[11]	NAPM
[11]	READING
[11]	KWACHA
[11]	CONCRETE
[11]	QANTAS
[11]	ZAIRE
[11]	APPLIES
[11]	LANKA
[11]	REGIONS
[11]	EXPOSURES
[11]	PROBABLE
[11]	GORDON
[11]	RECOVERED
[11]	GAUGE
[11]	ROYCE
[11]	REPLACES
[11]	CRUSHERS
[11]	ORIGIN
[11]	SHV
[11]	YASUHIRO
[11]	DRASTIC
[11]	SOCIETY
[11]	MINERS
[11]	TAPIOCA
[11]	PERMITTED
[11]	STOCKBROKERS
[11]	TRIM
[11]	FRANCAISE
[11]	BOESZE
[11]	STEVEN
[11]	ROME
[11]	VULNERABLE
[11]	HAPPY
[11]	ACTUALLY
[11]	AIDED
[11]	WEAKENED
[11]	CIRCULATED
